"pegawai_id","nip","nama_lengkap","jenis_kelamin","umur","kelompok_umur","generasi","tahun_lahir","tahun_masuk","masa_kerja","kelompok_masa_kerja","status_pegawai","jenis_asn","agama","pendidikan","jabatan","jenis_jabatan","golongan","nama_pangkat","instansi","jenis_instansi","provinsi","predikat_kinerja_terakhir","rata_rata_kinerja","jumlah_cuti","pernah_mutasi","tanggal_snapshot"
8844,"199510212025053544",Gawati Situmorang,P,30,"21 - 30",Milenial (1981-1996),1995,2025,1,"1 - 5",Aktif,PNS,Islam,S1,Analis Kepegawaian Ahli Pertama,Fungsional,III/b,Penata Muda Tingkat I,Pemerintah Provinsi Sumatera Utara,Daerah,Sumatera Utara,Cukup,80.05,0,false,2026-07-08
8845,"199111102022018527","Keisha Utama, S.IP",L,34,"31 - 40",Milenial (1981-1996),1991,2022,4,"1 - 5",Aktif,PNS,Islam,S1,Kepala Bidang,Struktural,III/b,Penata Muda Tingkat I,Pemerintah Provinsi Kalimantan Tengah,Daerah,Kalimantan Tengah,Sangat Baik,92.85,3,false,2026-07-08
8846,"200011122023106131",Tgk. Salimah Mustofa,P,25,"21 - 30",Gen Z (1997-2012),2000,2023,3,"1 - 5",Aktif,PNS,Konghucu,S1,Analis SDM Aparatur Ahli Muda,Fungsional,II/b,Pengatur Muda Tingkat I,Kementerian Luar Negeri,Pusat,DKI Jakarta,Cukup,76.92,4,false,2026-07-08
8847,"199502162021045724",R.A. Sadina Widodo,L,31,"31 - 40",Milenial (1981-1996),1995,2021,5,"1 - 5",Aktif,PPPK,Islam,S1,Sekretaris,Struktural,II/b,Pengatur Muda Tingkat I,Kementerian Ketenagakerjaan,Pusat,DKI Jakarta,Kurang,71.42,3,false,2026-07-08
8848,"198610082025106473",Winda Widiastuti,L,39,"31 - 40",Milenial (1981-1996),1986,2025,1,"1 - 5",Aktif,PNS,Islam,S1,Kepala Dinas,Struktural,III/d,Penata Tingkat I,Kementerian Pertahanan,Pusat,DKI Jakarta,Sangat Baik,92.15,1,true,2026-07-08
8849,"197409062008018086",Taufan Maheswara,P,51,"51 - 60",Gen X (1965-1980),1974,2008,18,"16 - 20",Aktif,PPPK,Islam,S1,Pustakawan Ahli Pertama,Fungsional,III/c,Penata,Pemerintah Provinsi Jawa Tengah,Daerah,Jawa Tengah,Baik,88.83,5,false,2026-07-08
8850,"199906182022115914",Ir. Ayu Mardhiyah,L,27,"21 - 30",Gen Z (1997-2012),1999,2022,4,"1 - 5",Aktif,PNS,Katolik,S1,Analis Kepegawaian Ahli Pertama,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Papua Barat Daya,Daerah,Papua Barat Daya,Cukup,80.83,6,false,2026-07-08
8851,"196611051995033168",Koko Prasetya,L,59,"51 - 60",Gen X (1965-1980),1966,1995,31,> 30,Pensiun,PNS,Islam,S1,Arsiparis Ahli Pertama,Fungsional,III/b,Penata Muda Tingkat I,Pemerintah Provinsi Bengkulu,Daerah,Bengkulu,Baik,81.54,4,true,2026-07-08
8852,"199812012022069337",Laswi Purnawati,P,27,"21 - 30",Gen Z (1997-2012),1998,2022,4,"1 - 5",Aktif,PNS,Islam,S1,Perencana Ahli Pertama,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Jambi,Daerah,Jambi,Baik,86.98,4,false,2026-07-08
8853,"200402132026016123",Erik Hastuti,L,22,"21 - 30",Gen Z (1997-2012),2004,2026,0,"1 - 5",Aktif,PNS,Islam,S1,Arsiparis Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Jambi,Daerah,Jambi,Cukup,74.20,2,false,2026-07-08
8854,"197408051998083315",Galih Waluyo,L,51,"51 - 60",Gen X (1965-1980),1974,1998,28,"26 - 30",Aktif,PPPK,Islam,S2,Sekretaris,Struktural,II/a,Pengatur Muda,Pemerintah Provinsi Jawa Timur,Daerah,Jawa Timur,Sangat Baik,91.34,3,true,2026-07-08
8855,"198807072021099445","Dr. Unjani Maryadi, M.TI.",L,38,"31 - 40",Milenial (1981-1996),1988,2021,5,"1 - 5",Aktif,PPPK,Islam,S1,Sekretaris,Struktural,III/d,Penata Tingkat I,Pemerintah Provinsi Kepulauan Riau,Daerah,Kepulauan Riau,Baik,86.06,3,true,2026-07-08
8856,"200405092026041864",Lukman Irawan,P,22,"21 - 30",Gen Z (1997-2012),2004,2026,0,"1 - 5",Aktif,PNS,Kristen,S1,Pengelola Pengadaan Barang/Jasa,Fungsional,II/b,Pengatur Muda Tingkat I,Kementerian Luar Negeri,Pusat,DKI Jakarta,Baik,88.98,0,false,2026-07-08
8857,"199004142022044284",H. Bahuraksa Prayoga,P,36,"31 - 40",Milenial (1981-1996),1990,2022,4,"1 - 5",Aktif,PPPK,Islam,S1,Pustakawan Ahli Pertama,Fungsional,III/c,Penata,Pemerintah Provinsi Sumatera Selatan,Daerah,Sumatera Selatan,Baik,82.84,4,false,2026-07-08
8858,"198309122005011020",Ulva Waskita,P,42,"41 - 50",Milenial (1981-1996),1983,2005,21,"21 - 25",Aktif,PPPK,Islam,S1,Pranata Komputer Ahli Muda,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Jawa Tengah,Daerah,Jawa Tengah,Cukup,75.79,5,false,2026-07-08
8859,"199305272023011243","Umaya Widodo, S.E.",P,33,"31 - 40",Milenial (1981-1996),1993,2023,3,"1 - 5",Aktif,PNS,Kristen,S1,Pranata Komputer Ahli Muda,Fungsional,III/b,Penata Muda Tingkat I,Pemerintah Provinsi Sumatera Utara,Daerah,Sumatera Utara,Baik,82.95,1,true,2026-07-08
8860,"198409152024026573","Ami Haryanto, M.TI.",P,41,"41 - 50",Milenial (1981-1996),1984,2024,2,"1 - 5",Aktif,PNS,Islam,S2,Analis Data,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Sumatera Selatan,Daerah,Sumatera Selatan,Cukup,77.94,2,false,2026-07-08
8861,"197407072023125221","Lasmanto Sudiati, S.Pt",P,52,"51 - 60",Gen X (1965-1980),1974,2023,3,"1 - 5",Aktif,PNS,Islam,S1,Kepala Subbagian,Struktural,III/d,Penata Tingkat I,Kementerian Keuangan,Pusat,DKI Jakarta,Cukup,74.24,2,false,2026-07-08
8862,"199201302014101513","Drs. Bakidin Budiyanto, M.Kom.",P,34,"31 - 40",Milenial (1981-1996),1992,2014,12,"11 - 15",Aktif,PNS,Islam,S1,Kepala Bidang,Struktural,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Sulawesi Tengah,Daerah,Sulawesi Tengah,Kurang,70.91,3,false,2026-07-08
8863,"198706152018081027",Tgk. Kala Simanjuntak,L,39,"31 - 40",Milenial (1981-1996),1987,2018,8,"6 - 10",Aktif,PPPK,Islam,S1,Sekretaris,Struktural,III/b,Penata Muda Tingkat I,Pemerintah Provinsi Lampung,Daerah,Lampung,Cukup,72.82,4,false,2026-07-08
8864,"197404072012048351",Garda Hastuti,P,52,"51 - 60",Gen X (1965-1980),1974,2012,14,"11 - 15",Aktif,PPPK,Hindu,S2,Auditor Ahli Pertama,Fungsional,III/c,Penata,Pemerintah Provinsi Sumatera Barat,Daerah,Sumatera Barat,Baik,84.72,6,true,2026-07-08
8865,"199101172013014444",R.M. Galih Simbolon,P,35,"31 - 40",Milenial (1981-1996),1991,2013,13,"11 - 15",Aktif,PNS,Islam,S2,Sekretaris,Struktural,II/b,Pengatur Muda Tingkat I,Kementerian Pertanian,Pusat,DKI Jakarta,Baik,80.82,4,true,2026-07-08
8866,"197808042009036826",R.A. Ilsa Maheswara,L,47,"41 - 50",Gen X (1965-1980),1978,2009,17,"16 - 20",Aktif,PNS,Islam,S1,Apoteker,Fungsional,III/a,Penata Muda,Pemerintah Provinsi Kalimantan Utara,Daerah,Kalimantan Utara,Baik,83.59,3,false,2026-07-08
8867,"196910102004044152","Lalita Pudjiastuti, S.H.",P,56,"51 - 60",Gen X (1965-1980),1969,2004,22,"21 - 25",Aktif,PNS,Kristen,S1,Sekretaris,Struktural,III/d,Penata Tingkat I,Pemerintah Provinsi Bengkulu,Daerah,Bengkulu,Baik,89.26,3,false,2026-07-08
8868,"197210042015041590",Faizah Pratiwi,L,53,"51 - 60",Gen X (1965-1980),1972,2015,11,"11 - 15",Aktif,PNS,Islam,S2,Analis Data,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Jawa Timur,Daerah,Jawa Timur,Baik,84.15,5,false,2026-07-08
8869,"200304132026023715",Luwar Suryono,L,23,"21 - 30",Gen Z (1997-2012),2003,2026,0,"1 - 5",Aktif,PNS,Kristen,S1,Auditor Ahli Pertama,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Sumatera Selatan,Daerah,Sumatera Selatan,Baik,81.44,0,false,2026-07-08
8870,"200103072026021151",Dr. Ella Novitasari,L,25,"21 - 30",Gen Z (1997-2012),2001,2026,0,"1 - 5",Aktif,PNS,Islam,S1,Analis Kepegawaian Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Jambi,Daerah,Jambi,Cukup,76.10,1,false,2026-07-08
8871,"197111042015120713",Taufik Haryanto,L,54,"51 - 60",Gen X (1965-1980),1971,2015,11,"11 - 15",Aktif,PNS,Islam,S2,Analis Kebijakan Ahli Muda,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Kalimantan Tengah,Daerah,Kalimantan Tengah,Baik,83.10,4,true,2026-07-08
8872,"196712052005048696",Ajimat Wibowo,P,58,"51 - 60",Gen X (1965-1980),1967,2005,21,"21 - 25",Pensiun,PNS,Islam,S1,Kepala Subbagian,Struktural,III/c,Penata,Pemerintah Provinsi Kep. Bangka Belitung,Daerah,Kep. Bangka Belitung,Cukup,75.58,5,false,2026-07-08
8873,"197404042025109586",Lintang Mustofa,P,52,"51 - 60",Gen X (1965-1980),1974,2025,1,"1 - 5",Aktif,PPPK,Kristen,S2,Statistisi Ahli Pertama,Fungsional,IV/a,Pembina,Pemerintah Provinsi Sumatera Utara,Daerah,Sumatera Utara,Sangat Baik,92.13,2,false,2026-07-08
8874,"199901202021129690",Jinawi Maryadi,P,27,"21 - 30",Gen Z (1997-2012),1999,2021,5,"1 - 5",Aktif,PNS,Islam,S1,Analis Data,Fungsional,II/b,Pengatur Muda Tingkat I,Kementerian Kesehatan,Pusat,DKI Jakarta,Baik,81.44,5,false,2026-07-08
8875,"196904132009093740",Puti Melani,L,57,"51 - 60",Gen X (1965-1980),1969,2009,17,"16 - 20",Aktif,PNS,Islam,S3,Kepala Dinas,Struktural,III/c,Penata,Pemerintah Provinsi Sulawesi Utara,Daerah,Sulawesi Utara,Baik,81.51,3,false,2026-07-08
8876,"196402062004042865",Ir. Sabar Prakasa,P,62,>60,Baby Boomers (1946-1964),1964,2004,22,"21 - 25",Pensiun,PPPK,Islam,S2,Kepala Dinas,Struktural,III/d,Penata Tingkat I,Pemerintah Provinsi Maluku,Daerah,Maluku,Cukup,74.03,4,false,2026-07-08
8877,"197401072021076735",Victoria Damanik,P,52,"51 - 60",Gen X (1965-1980),1974,2021,5,"1 - 5",Aktif,PNS,Islam,S1,Pustakawan Ahli Pertama,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Kalimantan Selatan,Daerah,Kalimantan Selatan,Baik,83.68,3,false,2026-07-08
8878,"199212082018047067",Manah Sihombing,P,33,"31 - 40",Milenial (1981-1996),1992,2018,8,"6 - 10",Aktif,PNS,Islam,S2,Arsiparis Ahli Pertama,Fungsional,II/a,Pengatur Muda,Pemerintah Daerah DI Yogyakarta,Daerah,DI Yogyakarta,Baik,88.81,3,false,2026-07-08
8879,"199811182024121473",Vivi Napitupulu,L,27,"21 - 30",Gen Z (1997-2012),1998,2024,2,"1 - 5",Aktif,PNS,Islam,S1,Arsiparis Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Papua Selatan,Daerah,Papua Selatan,Cukup,74.04,3,false,2026-07-08
8880,"197406192022050202",Mulya Gunarto,P,52,"51 - 60",Gen X (1965-1980),1974,2022,4,"1 - 5",Aktif,PNS,Islam,S1,Perencana Ahli Pertama,Fungsional,IV/a,Pembina,Kementerian Dalam Negeri,Pusat,DKI Jakarta,Cukup,73.89,4,false,2026-07-08
8881,"196707162012122421",Maya Simanjuntak,P,58,"51 - 60",Gen X (1965-1980),1967,2012,14,"11 - 15",Pensiun,PNS,Islam,S1,Kepala Subbagian,Struktural,IV/a,Pembina,Pemerintah Provinsi Sumatera Barat,Daerah,Sumatera Barat,Baik,83.44,2,false,2026-07-08
8882,"197604132015056102","Puti Lalita Nainggolan, S.H.",L,50,"41 - 50",Gen X (1965-1980),1976,2015,11,"11 - 15",Aktif,PPPK,Islam,S2,Analis Kebijakan Ahli Pertama,Fungsional,III/c,Penata,Pemerintah Provinsi Jawa Barat,Daerah,Jawa Barat,Baik,81.64,4,false,2026-07-08
8883,"199411122024120487",Heru Mangunsong,P,31,"31 - 40",Milenial (1981-1996),1994,2024,2,"1 - 5",Aktif,PPPK,Islam,S1,Kepala Bidang,Struktural,III/a,Penata Muda,Pemerintah Provinsi Papua Barat,Daerah,Papua Barat,Sangat Baik,89.64,3,false,2026-07-08
8884,"199008092015088615",Tgk. Oliva Jailani,L,35,"31 - 40",Milenial (1981-1996),1990,2015,11,"11 - 15",Aktif,PNS,Islam,S1,Pengelola Pengadaan Barang/Jasa,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Nusa Tenggara Timur,Daerah,Nusa Tenggara Timur,Baik,89.41,1,false,2026-07-08
8885,"198507262017064455",Ifa Prasetyo,P,40,"31 - 40",Milenial (1981-1996),1985,2017,9,"6 - 10",Aktif,PNS,Islam,S1,Pengawas Ketenagakerjaan,Fungsional,III/c,Penata,Kementerian Pertahanan,Pusat,DKI Jakarta,Baik,82.71,2,false,2026-07-08
8886,"198809022016017362","Ir. Patricia Novitasari, M.Kom.",L,37,"31 - 40",Milenial (1981-1996),1988,2016,10,"6 - 10",Aktif,PNS,Islam,S1,Analis Data,Fungsional,III/b,Penata Muda Tingkat I,Kementerian Dalam Negeri,Pusat,DKI Jakarta,Sangat Baik,92.57,5,false,2026-07-08
8887,"197207022026049781",R. Uli Tamba,P,54,"51 - 60",Gen X (1965-1980),1972,2026,0,"1 - 5",Aktif,PNS,Islam,S1,Kepala Bidang,Struktural,IV/a,Pembina,Pemerintah Provinsi Jawa Barat,Daerah,Jawa Barat,Baik,82.07,0,false,2026-07-08
8888,"199804032025027326",Kemal Wahyudin,P,28,"21 - 30",Gen Z (1997-2012),1998,2025,1,"1 - 5",Aktif,PNS,Islam,D3,Analis Kebijakan Ahli Muda,Fungsional,III/a,Penata Muda,Pemerintah Provinsi Papua,Daerah,Papua,Cukup,74.23,2,true,2026-07-08
8889,"197010142016035532",Gaiman Ramadan,L,55,"51 - 60",Gen X (1965-1980),1970,2016,10,"6 - 10",Aktif,PPPK,Islam,S2,Auditor Ahli Pertama,Fungsional,IV/a,Pembina,Pemerintah Provinsi Sulawesi Utara,Daerah,Sulawesi Utara,Cukup,72.35,2,false,2026-07-08
8890,"199912012022115190",Cahyanto Wijaya,L,26,"21 - 30",Gen Z (1997-2012),1999,2022,4,"1 - 5",Aktif,PNS,Islam,S2,Analis Kepegawaian Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Kementerian Ketenagakerjaan,Pusat,DKI Jakarta,Baik,80.94,3,false,2026-07-08
8891,"198607292008099167","R. Estiono Suwarno, S.Farm",L,39,"31 - 40",Milenial (1981-1996),1986,2008,18,"16 - 20",Aktif,PNS,Katolik,S1,Perencana Ahli Pertama,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Kalimantan Timur,Daerah,Kalimantan Timur,Baik,81.10,7,true,2026-07-08
8892,"199403192020062092",Sabri Gunawan,P,32,"31 - 40",Milenial (1981-1996),1994,2020,6,"6 - 10",Aktif,PNS,Kristen,S1,Penghulu,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Papua Barat,Daerah,Papua Barat,Baik,83.39,3,false,2026-07-08
8893,"197709202007117662",Lukita Simanjuntak,P,48,"41 - 50",Gen X (1965-1980),1977,2007,19,"16 - 20",Aktif,PNS,Konghucu,S1,Kepala Bidang,Struktural,III/a,Penata Muda,Pemerintah Provinsi Kep. Bangka Belitung,Daerah,Kep. Bangka Belitung,Sangat Baik,89.99,3,false,2026-07-08
8894,"197605032026051661",Kania Permata,L,50,"41 - 50",Gen X (1965-1980),1976,2026,0,"1 - 5",Aktif,PNS,Islam,S2,Penyuluh Pertanian,Fungsional,IV/a,Pembina,Kementerian Dalam Negeri,Pusat,DKI Jakarta,Baik,81.38,0,false,2026-07-08
8895,"198511292012108007",Ella Simbolon,L,40,"31 - 40",Milenial (1981-1996),1985,2012,14,"11 - 15",Aktif,PNS,Islam,S1,Pengelola Pengadaan Barang/Jasa,Fungsional,III/a,Penata Muda,Kementerian Agama,Pusat,DKI Jakarta,Baik,82.07,4,false,2026-07-08
8896,"199311272025043601","R.A. Dalima Puspita, S.H.",L,32,"31 - 40",Milenial (1981-1996),1993,2025,1,"1 - 5",Aktif,PNS,Konghucu,S1,Analis Kebijakan Ahli Pertama,Fungsional,III/c,Penata,Kementerian Hukum dan Hak Asasi Manusia,Pusat,DKI Jakarta,Baik,81.60,2,false,2026-07-08
8897,"196709162003110446",Ganda Farida,P,58,"51 - 60",Gen X (1965-1980),1967,2003,23,"21 - 25",Pensiun,PNS,Islam,S1,Analis Kebijakan Ahli Muda,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Maluku Utara,Daerah,Maluku Utara,Baik,84.39,5,false,2026-07-08
8898,"199907202024118145",Prima Andriani,P,26,"21 - 30",Gen Z (1997-2012),1999,2024,2,"1 - 5",Aktif,PPPK,Islam,S1,Analis SDM Aparatur Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Kepulauan Riau,Daerah,Kepulauan Riau,Cukup,72.66,2,false,2026-07-08
8899,"197207102016084007","Drs. Faizah Suartini, M.M.",L,53,"51 - 60",Gen X (1965-1980),1972,2016,10,"6 - 10",Aktif,PNS,Islam,S1,Statistisi Ahli Pertama,Fungsional,IV/a,Pembina,Pemerintah Provinsi Jawa Tengah,Daerah,Jawa Tengah,Cukup,76.71,6,false,2026-07-08
8900,"197406062008105831",R.M. Jaka Prakasa,L,52,"51 - 60",Gen X (1965-1980),1974,2008,18,"16 - 20",Aktif,PNS,Islam,S1,Analis SDM Aparatur Ahli Pertama,Fungsional,III/c,Penata,Pemerintah Provinsi DKI Jakarta,Daerah,DKI Jakarta,Baik,82.46,0,false,2026-07-08
8901,"198407182010038640","Kamal Lestari, S.H.",L,41,"41 - 50",Milenial (1981-1996),1984,2010,16,"16 - 20",Aktif,PNS,Islam,S1,Analis Data,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Sumatera Selatan,Daerah,Sumatera Selatan,Baik,81.76,2,false,2026-07-08
8902,"198805282021108696",Oskar Maheswara,P,38,"31 - 40",Milenial (1981-1996),1988,2021,5,"1 - 5",Aktif,PNS,Islam,D3,Analis Kebijakan Ahli Muda,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Papua,Daerah,Papua,Baik,81.55,4,false,2026-07-08
8903,"199807122024020082",Padmi Widodo,P,27,"21 - 30",Gen Z (1997-2012),1998,2024,2,"1 - 5",Aktif,PNS,Islam,S2,Pengawas Ketenagakerjaan,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Kalimantan Barat,Daerah,Kalimantan Barat,Cukup,73.79,3,false,2026-07-08
8904,"198505152025115913","Kayla Setiawan, S.Sos",L,41,"41 - 50",Milenial (1981-1996),1985,2025,1,"1 - 5",Aktif,PNS,Islam,S1,Pranata Komputer Ahli Pertama,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Nusa Tenggara Timur,Daerah,Nusa Tenggara Timur,Baik,82.30,2,true,2026-07-08
8905,"198501172019067689",Putu Mangunsong,P,41,"41 - 50",Milenial (1981-1996),1985,2019,7,"6 - 10",Aktif,PNS,Islam,S1,Pranata Komputer Ahli Muda,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Sulawesi Barat,Daerah,Sulawesi Barat,Baik,81.32,5,false,2026-07-08
8906,"197112292024067771",Jasmin Najmudin,L,54,"51 - 60",Gen X (1965-1980),1971,2024,2,"1 - 5",Aktif,PNS,Islam,S1,Kepala Dinas,Struktural,IV/a,Pembina,Kementerian Pertahanan,Pusat,DKI Jakarta,Cukup,79.70,2,true,2026-07-08
8907,"199804272025070127",Widya Iswahyudi,P,28,"21 - 30",Gen Z (1997-2012),1998,2025,1,"1 - 5",Aktif,PNS,Islam,S1,Pranata Komputer Ahli Muda,Fungsional,III/b,Penata Muda Tingkat I,Pemerintah Provinsi Jambi,Daerah,Jambi,Baik,83.42,2,false,2026-07-08
8908,"200403022026053379",Jindra Damanik,L,22,"21 - 30",Gen Z (1997-2012),2004,2026,0,"1 - 5",Aktif,PNS,Islam,S1,Analis Kepegawaian Ahli Pertama,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Jawa Barat,Daerah,Jawa Barat,Baik,80.10,0,false,2026-07-08
8909,"198202062017103600",Sutan Cawisadi Kuswandari,P,44,"41 - 50",Milenial (1981-1996),1982,2017,9,"6 - 10",Aktif,PPPK,Islam,S1,Pengawas Ketenagakerjaan,Fungsional,III/c,Penata,Pemerintah Provinsi Jambi,Daerah,Jambi,Cukup,75.29,2,false,2026-07-08
8910,"198311152022111199",Belinda Prakasa,L,42,"41 - 50",Milenial (1981-1996),1983,2022,4,"1 - 5",Aktif,PPPK,Islam,S1,Analis Kebijakan Ahli Pertama,Fungsional,III/c,Penata,Pemerintah Provinsi Papua Selatan,Daerah,Papua Selatan,Baik,88.56,8,false,2026-07-08
8911,"200212212024042679",Hadi Lestari,L,23,"21 - 30",Gen Z (1997-2012),2002,2024,2,"1 - 5",Aktif,PNS,Islam,S1,Analis Kebijakan Ahli Muda,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Nusa Tenggara Timur,Daerah,Nusa Tenggara Timur,Baik,84.49,2,false,2026-07-08
8912,"197108312014035953",Vanya Maryadi,P,54,"51 - 60",Gen X (1965-1980),1971,2014,12,"11 - 15",Aktif,PNS,Kristen,S1,Kepala Subbagian,Struktural,IV/a,Pembina,Pemerintah Provinsi Jawa Tengah,Daerah,Jawa Tengah,Baik,83.24,7,false,2026-07-08
8913,"196908182009112483",Tasdik Simbolon,P,56,"51 - 60",Gen X (1965-1980),1969,2009,17,"16 - 20",Aktif,PNS,Islam,S2,Sekretaris,Struktural,III/d,Penata Tingkat I,Pemerintah Provinsi Sulawesi Tengah,Daerah,Sulawesi Tengah,Baik,83.57,3,false,2026-07-08
8914,"198904292020013703",Saiful Tarihoran,L,37,"31 - 40",Milenial (1981-1996),1989,2020,6,"6 - 10",Aktif,PNS,Islam,S2,Analis SDM Aparatur Ahli Muda,Fungsional,III/a,Penata Muda,Pemerintah Provinsi Papua Barat,Daerah,Papua Barat,Baik,83.12,4,false,2026-07-08
8915,"196610171997061202",Diah Saputra,P,59,"51 - 60",Gen X (1965-1980),1966,1997,29,"26 - 30",Pensiun,PNS,Islam,S2,Analis Data,Fungsional,III/a,Penata Muda,Pemerintah Provinsi Jambi,Daerah,Jambi,Baik,82.90,5,false,2026-07-08
8916,"200003192023089836","Daruna Pratama, M.Pd",P,26,"21 - 30",Gen Z (1997-2012),2000,2023,3,"1 - 5",Aktif,PPPK,Islam,S1,Analis Data,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Papua Barat Daya,Daerah,Papua Barat Daya,Baik,80.40,1,false,2026-07-08
8917,"198405202007060998",Hj. Zalindra Sihombing,L,42,"41 - 50",Milenial (1981-1996),1984,2007,19,"16 - 20",Aktif,PNS,Islam,S1,Kepala Subbagian,Struktural,II/b,Pengatur Muda Tingkat I,Pemerintah Daerah DI Yogyakarta,Daerah,DI Yogyakarta,Baik,83.38,5,false,2026-07-08
8918,"199411242020040785","Ami Putra, M.Ak",L,31,"31 - 40",Milenial (1981-1996),1994,2020,6,"6 - 10",Aktif,PNS,Islam,S1,Pustakawan Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Kementerian Pertanian,Pusat,DKI Jakarta,Baik,84.29,3,false,2026-07-08
8919,"198604232020129668","Cakrajiya Pudjiastuti, S.Pd",L,40,"31 - 40",Milenial (1981-1996),1986,2020,6,"6 - 10",Aktif,PNS,Islam,S1,Arsiparis Ahli Pertama,Fungsional,III/c,Penata,Pemerintah Daerah DI Yogyakarta,Daerah,DI Yogyakarta,Baik,83.96,3,true,2026-07-08
8920,"199810282024095940",Kezia Samosir,P,27,"21 - 30",Gen Z (1997-2012),1998,2024,2,"1 - 5",Aktif,PNS,Islam,S1,Analis Kepegawaian Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Kalimantan Utara,Daerah,Kalimantan Utara,Cukup,74.86,3,true,2026-07-08
8921,"199606232018056411",Cinthia Sihombing,P,30,"21 - 30",Milenial (1981-1996),1996,2018,8,"6 - 10",Aktif,PNS,Islam,D3,Analis Kepegawaian Ahli Pertama,Fungsional,II/b,Pengatur Muda Tingkat I,Kementerian Luar Negeri,Pusat,DKI Jakarta,Baik,84.34,4,false,2026-07-08
8922,"199911142025061862","Drs. Kani Iswahyudi, S.E.",P,26,"21 - 30",Gen Z (1997-2012),1999,2025,1,"1 - 5",Aktif,PNS,Katolik,S1,Analis SDM Aparatur Ahli Muda,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Sulawesi Tengah,Daerah,Sulawesi Tengah,Baik,82.72,2,false,2026-07-08
8923,"199705162021012990",Malik Fujiati,P,29,"21 - 30",Gen Z (1997-2012),1997,2021,5,"1 - 5",Aktif,PNS,Islam,S1,Pranata Komputer Ahli Muda,Fungsional,II/b,Pengatur Muda Tingkat I,Kementerian Ketenagakerjaan,Pusat,DKI Jakarta,Baik,83.41,4,false,2026-07-08
8924,"200309152025124098","Ir. Gandi Saptono, S.Farm",P,22,"21 - 30",Gen Z (1997-2012),2003,2025,1,"1 - 5",Aktif,PNS,Kristen,S1,Pengawas Ketenagakerjaan,Fungsional,II/b,Pengatur Muda Tingkat I,Kementerian Dalam Negeri,Pusat,DKI Jakarta,Sangat Baik,90.24,3,false,2026-07-08
8925,"196505151990016859",Vanesa Agustina,L,61,>60,Gen X (1965-1980),1965,1990,36,> 30,Pensiun,PNS,Islam,S1,Penyuluh Pertanian,Fungsional,II/a,Pengatur Muda,Pemerintah Provinsi Kep. Bangka Belitung,Daerah,Kep. Bangka Belitung,Baik,78.43,3,false,2026-07-08
8926,"196601062003118527",Diana Marpaung,L,60,"51 - 60",Gen X (1965-1980),1966,2003,23,"21 - 25",Pensiun,PNS,Islam,S2,Analis Data,Fungsional,III/d,Penata Tingkat I,Pemerintah Provinsi Maluku,Daerah,Maluku,Cukup,74.73,5,true,2026-07-08
8927,"200406272026016985",Praba Saputra,P,22,"21 - 30",Gen Z (1997-2012),2004,2026,0,"1 - 5",Aktif,PNS,Islam,S1,Dokter,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Provinsi Sulawesi Selatan,Daerah,Sulawesi Selatan,Baik,80.34,1,false,2026-07-08
8928,"196412121988129318",Ajiono Mandala,L,61,>60,Baby Boomers (1946-1964),1964,1988,38,> 30,Pensiun,PPPK,Islam,S2,Pranata Komputer Ahli Muda,Fungsional,II/b,Pengatur Muda Tingkat I,Pemerintah Daerah DI Yogyakarta,Daerah,DI Yogyakarta,Baik,81.37,0,false,2026-07-08
