"pegawai_id","nip","nama_lengkap","tempat_lahir","tanggal_lahir","jenis_kelamin","jenis_asn","agama_id","pendidikan_terakhir_id","instansi_id","jabatan_id","pangkat_id","tanggal_masuk","status_pegawai","alamat","created_at","updated_at"
10227,"198011142025085952","Dr. Jaga Hakim, M.Kom.",Bekasi,1980-11-14,L,PNS,1,5,15,17,9,2025-08-24,Aktif,"Jalan Moch. Ramdan No. 7, Pekanbaru, SS 69634",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10228,"196404171993030603",Marsudi Zulkarnain,Malang,1964-04-17,L,PPPK,1,4,30,13,6,1993-03-23,Pensiun,"Gang Rungkut Industri No. 09, Medan, BT 15690",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10229,"199612282024110347","H. Murti Lailasari, S.Gz",Malang,1996-12-28,P,PNS,1,4,26,8,5,2024-11-17,Aktif,"Gang Monginsidi No. 4, Padang Sidempuan, Sulawesi Utara 16807",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10230,"198005042016067188",Muhammad Saragih,Bekasi,1980-05-04,P,PPPK,1,4,41,1,8,2016-06-15,Aktif,"Jalan Indragiri No. 45, Lhokseumawe, Kalimantan Selatan 41503",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10231,"199308032020023809",Titi Narpati,Solo,1993-08-03,L,PNS,1,4,6,4,6,2020-02-06,Aktif,"Gg. Tebet Barat Dalam No. 9, Bukittinggi, SU 88301",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10232,"198708062021119132",Banawi Nababan,Bekasi,1987-08-06,L,PNS,1,2,34,6,8,2021-11-17,Aktif,"Jl. Tebet Barat Dalam No. 44, Langsa, BA 23296",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10233,"199402102024040235",Najib Fujiati,Semarang,1994-02-10,P,PPPK,2,5,44,18,6,2024-04-12,Aktif,"Gang Waringin No. 55, Padang Sidempuan, KT 95310",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10234,"200012212022014776",Bancar Adriansyah,Padang,2000-12-21,L,PNS,1,4,30,17,1,2022-01-27,Aktif,"Gg. Veteran No. 419, Cirebon, BA 05353",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10235,"197006152004022062",Elvina Nugroho,Cirebon,1970-06-15,P,PNS,1,4,14,14,7,2004-02-17,Aktif,"Jalan Soekarno Hatta No. 02, Bandar Lampung, LA 09291",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10236,"197407122009090226","KH. Prayogo Simbolon, S.IP",Tasikmalaya,1974-07-12,P,PNS,1,5,45,8,8,2009-09-21,Aktif,"Jalan Rungkut Industri No. 32, Kota Administrasi Jakarta Selatan, KI 56295",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10237,"198801092025050712",Ella Mahendra,Bogor,1988-01-09,L,PNS,1,4,3,12,8,2025-05-27,Aktif,"Jl. Jamika No. 80, Tangerang, Jambi 37396",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10238,"198408122016030681",Ir. Titi Rajasa,Bandung,1984-08-12,L,PNS,3,4,39,9,7,2016-03-10,Aktif,"Jalan Cikapayang No. 59, Blitar, Kalimantan Timur 48395",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10239,"200010192024067457",Clara Pranowo,Padang,2000-10-19,P,PPPK,1,2,5,13,2,2024-06-11,Aktif,"Jalan Suryakencana No. 7, Metro, ST 38370",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10240,"197204142007120922","Drs. Eli Dongoran, S.T.",Palembang,1972-04-14,L,PNS,1,5,32,3,8,2007-12-12,Aktif,"Jalan Tubagus Ismail No. 29, Bau-Bau, Kalimantan Utara 03465",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10241,"197203231995106581","Ivan Habibi, M.Pd",Semarang,1972-03-23,P,PPPK,1,4,11,3,2,1995-10-25,Aktif,"Jalan Antapani Lama No. 843, Probolinggo, SR 33576",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10242,"198207212009022277",Joko Aryani,Padang,1982-07-21,P,PNS,1,4,17,7,6,2009-02-27,Aktif,"Jl. Gardujati No. 262, Bekasi, SG 40003",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10243,"198011122009024920",Enteng Hartati,Cirebon,1980-11-12,L,PNS,3,6,42,23,5,2009-02-22,Aktif,"Jl. Kiaracondong No. 07, Jayapura, Sulawesi Tenggara 93479",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10244,"199305292022098282",Jane Farida,Depok,1993-05-29,L,PNS,1,4,4,21,6,2022-09-21,Aktif,"Gang Dr. Djunjunan No. 1, Madiun, KR 58621",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10245,"198303152015129836","Ir. Niyaga Permata, S.Ked",Bogor,1983-03-15,L,PNS,1,4,32,13,7,2015-12-10,Aktif,"Jalan Cihampelas No. 7, Jambi, Jawa Tengah 35059",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10246,"197508162016040366","Almira Prasetya, S.T.",Surabaya,1975-08-16,P,PNS,1,4,9,12,7,2016-04-25,Aktif,"Jl. Pasteur No. 794, Pematangsiantar, JK 20675",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10247,"200202022024108842",Patricia Pranowo,Tasikmalaya,2002-02-02,L,PNS,1,2,42,9,2,2024-10-01,Aktif,"Jl. Abdul Muis No. 189, Tegal, JK 90342",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10248,"196605152025095226",Dt. Prabu Agustina,Semarang,1966-05-15,P,PPPK,1,5,27,21,10,2025-09-23,Pensiun,"Jalan Pasteur No. 1, Cimahi, Sumatera Utara 90933",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10249,"198402252007010987","Hana Usada, M.Pd",Bandung,1984-02-25,P,PNS,1,5,27,9,2,2007-01-21,Aktif,"Gang Jamika No. 16, Sabang, JA 86535",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10250,"197205302016085302",Hj. Ellis Puspasari,Bekasi,1972-05-30,L,PNS,1,4,2,16,8,2016-08-01,Aktif,"Gg. Jayawijaya No. 87, Bukittinggi, Jawa Tengah 96688",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10251,"199403062016045586",Makara Utama,Yogyakarta,1994-03-06,P,PPPK,1,2,22,10,1,2016-04-15,Aktif,"Jl. K.H. Wahid Hasyim No. 2, Kotamobagu, Kalimantan Utara 46802",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10252,"198409042006053350",Ratih Oktaviani,Yogyakarta,1984-09-04,P,PPPK,1,4,41,9,1,2006-05-16,Aktif,"Jalan Rajawali Barat No. 896, Balikpapan, Kepulauan Riau 20085",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10253,"199602252021054168","Maman Jailani, S.Gz",Bogor,1996-02-25,P,PNS,1,4,35,22,1,2021-05-09,Aktif,"Gg. Pacuan Kuda No. 16, Kota Administrasi Jakarta Utara, Sulawesi Tengah 16180",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10254,"200005102024050340","Tgk. Argono Hutasoit, S.I.Kom",Bogor,2000-05-10,L,PNS,1,4,45,15,1,2024-05-25,Aktif,"Gg. Raya Ujungberung No. 57, Lhokseumawe, Aceh 86702",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10255,"198208172010090012","Hilda Hastuti, M.TI.",Yogyakarta,1982-08-17,L,PPPK,1,4,47,9,5,2010-09-16,Aktif,"Jalan Soekarno Hatta No. 699, Manado, KR 48150",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10256,"196805181998034429",Tirtayasa Sitorus,Bandung,1968-05-18,P,PNS,2,4,18,2,5,1998-03-21,Pensiun,"Gang Cihampelas No. 014, Kota Administrasi Jakarta Selatan, Kepulauan Riau 28265",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10257,"200105212023125260",R. Dadap Hidayat,Semarang,2001-05-21,L,PNS,1,4,28,6,2,2023-12-04,Aktif,"Gg. Waringin No. 41, Banjarbaru, Papua Barat 13662",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10258,"199603162020111415",Cayadi Pangestu,Bandung,1996-03-16,P,PNS,1,2,2,9,2,2020-11-16,Aktif,"Gg. Abdul Muis No. 12, Probolinggo, Jawa Tengah 67193",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10259,"198008252025108536",Titin Nurdiyanti,Cirebon,1980-08-25,L,PNS,1,5,33,17,9,2025-10-20,Aktif,"Gang Suniaraja No. 8, Payakumbuh, JB 63972",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10260,"197706172026012660","Jarwi Simanjuntak, S.Pt",Palembang,1977-06-17,P,PNS,1,4,6,2,8,2026-01-02,Aktif,"Gang Dr. Djunjunan No. 013, Salatiga, Nusa Tenggara Barat 88113",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10261,"198810292021032484",Martani Pudjiastuti,Tasikmalaya,1988-10-29,L,PNS,1,5,18,18,7,2021-03-04,Aktif,"Jl. Sukabumi No. 71, Surabaya, SU 79236",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10262,"196806151995049338",Laras Mayasari,Makassar,1968-06-15,L,PNS,1,4,36,20,6,1995-04-11,Aktif,"Jalan Dipatiukur No. 3, Palopo, BA 82614",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10263,"197110062024123873",Ulya Sihotang,Denpasar,1971-10-06,L,PPPK,1,5,17,19,10,2024-12-05,Aktif,"Gang R.E Martadinata No. 8, Palangkaraya, JI 57797",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10264,"198708262012026138","drg. Almira Yuliarti, S.Gz",Solo,1987-08-26,L,PPPK,1,4,25,12,2,2012-02-04,Aktif,"Gang Bangka Raya No. 36, Banjarmasin, DKI Jakarta 34806",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10265,"198412172015083030","Ir. Violet Rajasa, S.Kom",Solo,1984-12-17,P,PNS,1,4,13,13,6,2015-08-04,Aktif,"Gg. Medokan Ayu No. 757, Palembang, Jambi 18793",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10266,"199309022020092536","Cut Syahrini Pratiwi, M.Farm",Solo,1993-09-02,P,PNS,1,4,1,6,6,2020-09-08,Aktif,"Gg. Cempaka No. 9, Makassar, NT 76125",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10267,"199310102015036657",Ir. Caket Megantara,Padang,1993-10-10,L,PNS,3,4,18,21,2,2015-03-18,Aktif,"Jl. Jamika No. 380, Medan, NT 14067",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10268,"198101052005064933",Jarwadi Sudiati,Surabaya,1981-01-05,L,PNS,3,4,42,4,1,2005-06-03,Aktif,"Gg. Ciwastra No. 569, Padangpanjang, BB 71428",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10269,"199910212025089713",Tiara Sihombing,Bandung,1999-10-21,P,PNS,1,2,29,6,2,2025-08-07,Aktif,"Gang Rajawali Timur No. 50, Semarang, SN 26118",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10270,"198009112013014717","Rahmi Uwais, S.Psi",Surabaya,1980-09-11,L,PNS,2,4,13,17,7,2013-01-08,Aktif,"Gang Medokan Ayu No. 114, Kota Administrasi Jakarta Pusat, MU 82298",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10271,"199404112019091323",Sutan Harjaya Mulyani,Semarang,1994-04-11,P,PNS,1,4,22,13,2,2019-09-16,Aktif,"Jl. Ciumbuleuit No. 4, Pekalongan, KR 59205",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10272,"197303112026010017",Makuta Kuswoyo,Makassar,1973-03-11,L,PNS,1,5,1,2,10,2026-01-12,Aktif,"Gg. Surapati No. 3, Dumai, Nusa Tenggara Barat 53124",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10273,"200211032025108323","KH. Alambana Usamah, S.T.",Semarang,2002-11-03,L,PNS,1,4,1,11,2,2025-10-11,Aktif,"Jl. Dr. Djunjunan No. 20, Kota Administrasi Jakarta Timur, Gorontalo 44798",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10274,"199905032022012276","Bakti Pradana, S.Pt",Bogor,1999-05-03,L,PPPK,1,4,40,12,1,2022-01-25,Aktif,"Gang Monginsidi No. 4, Salatiga, SU 41035",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10275,"198808282017055049","drg. Intan Purnawati, S.Pd",Denpasar,1988-08-28,L,PNS,1,5,25,11,6,2017-05-04,Aktif,"Jl. Asia Afrika No. 69, Bima, SS 27589",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10276,"196905181992012551",Eli Halimah,Denpasar,1969-05-18,L,PNS,1,4,5,20,1,1992-01-07,Aktif,"Jl. W.R. Supratman No. 07, Lubuklinggau, PB 09482",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10277,"198010042013011492","drg. Rahayu Latupono, M.M.",Yogyakarta,1980-10-04,P,PNS,1,5,3,2,7,2013-01-24,Aktif,"Gg. Dipatiukur No. 3, Tebingtinggi, KB 75891",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10278,"199301092019047329",Lili Firgantoro,Semarang,1993-01-09,L,PNS,1,5,30,14,2,2019-04-24,Aktif,"Gang K.H. Wahid Hasyim No. 030, Tangerang, Bali 22042",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10279,"199509222022016861","Ir. Hendri Agustina, M.M.",Malang,1995-09-22,L,PNS,1,4,36,16,5,2022-01-12,Aktif,"Gang Cihampelas No. 54, Serang, BE 35147",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10280,"197709132009050601","dr. Farah Jailani, S.Pd",Medan,1977-09-13,P,PNS,1,4,41,2,7,2009-05-14,Aktif,"Gang Jayawijaya No. 293, Salatiga, Jawa Barat 07149",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10281,"199311092025089981",Rizki Usamah,Denpasar,1993-11-09,P,PNS,1,4,4,17,8,2025-08-06,Aktif,"Jalan Cihampelas No. 898, Lhokseumawe, DI Yogyakarta 09968",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10282,"197801152019043809","Ir. Aswani Kusumo, M.Farm",Bandung,1978-01-15,P,PPPK,3,4,45,1,8,2019-04-23,Aktif,"Gg. Cikapayang No. 302, Payakumbuh, Sulawesi Utara 06168",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10283,"197107261999078581",Ghaliyati Santoso,Padang,1971-07-26,P,PNS,1,5,32,8,5,1999-07-06,Aktif,"Gg. Ahmad Yani No. 5, Banjar, NB 58557",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10284,"199002162013083732",Baktianto Wasita,Medan,1990-02-16,P,PNS,2,5,9,19,2,2013-08-12,Aktif,"Gang Rumah Sakit No. 79, Banda Aceh, JI 93022",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10285,"196505111996082939","Dalimin Sihombing, S.IP",Medan,1965-05-11,P,PNS,1,4,8,22,5,1996-08-09,Pensiun,"Jalan Rawamangun No. 357, Malang, Jawa Timur 54487",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10286,"200106172023126723",Ir. Mila Manullang,Yogyakarta,2001-06-17,L,PPPK,1,4,21,11,2,2023-12-10,Aktif,"Jalan Rajawali Timur No. 57, Bau-Bau, ST 13371",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10287,"199506142019059022",Johan Ramadan,Malang,1995-06-14,L,PNS,1,4,32,22,2,2019-05-24,Aktif,"Jalan Otto Iskandardinata No. 48, Batu, SU 56806",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10288,"198711032025026894",Nurul Rajasa,Bogor,1987-11-03,P,PPPK,1,4,8,11,8,2025-02-18,Aktif,"Gg. Suniaraja No. 6, Ternate, Papua 19421",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10289,"199501232024015470",Unjani Nurdiyanti,Yogyakarta,1995-01-23,L,PNS,1,4,8,7,5,2024-01-21,Aktif,"Jl. S. Parman No. 495, Pekanbaru, PB 22459",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10290,"197203222003010444",Zulaikha Hidayanto,Jakarta,1972-03-22,P,PPPK,1,4,31,4,5,2003-01-14,Aktif,"Jalan Rajiman No. 5, Banda Aceh, JT 48440",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10291,"199002042013081143",Amalia Maryati,Tasikmalaya,1990-02-04,P,PNS,2,5,16,13,2,2013-08-27,Aktif,"Gg. HOS. Cokroaminoto No. 265, Padang Sidempuan, Banten 06639",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10292,"197911152018063233",Iriana Hartati,Denpasar,1979-11-15,L,PNS,1,5,23,10,8,2018-06-07,Aktif,"Gg. Medokan Ayu No. 7, Purwokerto, KU 42081",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10293,"199706152024014735","Diana Zulaika, M.Ak",Solo,1997-06-15,P,PNS,1,4,20,9,5,2024-01-11,Aktif,"Gg. Siliwangi No. 6, Meulaboh, KT 20623",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10294,"198006272007107244",Hendra Sudiati,Padang,1980-06-27,P,PNS,1,4,17,6,5,2007-10-22,Aktif,"Jl. Wonoayu No. 395, Pangkalpinang, Bengkulu 49087",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10295,"198211092004022567",Ami Prayoga,Bogor,1982-11-09,L,PNS,1,4,45,2,1,2004-02-18,Aktif,"Jalan Rumah Sakit No. 7, Tasikmalaya, JK 09725",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10296,"197102211994044840",Karsana Wacana,Palembang,1971-02-21,P,PNS,2,5,44,3,1,1994-04-15,Aktif,"Jl. Sentot Alibasa No. 130, Meulaboh, Papua 55949",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10297,"199704122026067304","H. Harimurti Handayani, S.Gz",Yogyakarta,1997-04-12,L,PNS,1,2,10,21,6,2026-06-03,Aktif,"Jl. Asia Afrika No. 07, Kotamobagu, KB 91368",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10298,"199911202023116039",R.M. Hadi Hasanah,Cirebon,1999-11-20,P,PNS,1,4,37,5,1,2023-11-11,Aktif,"Jl. Ciwastra No. 21, Bontang, JB 23205",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10299,"198009242008112953",Ir. Ajeng Widodo,Surabaya,1980-09-24,L,PNS,1,4,31,10,5,2008-11-17,Aktif,"Jl. Jakarta No. 1, Tanjungpinang, SN 89272",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10300,"198512092015070396",Tantri Waluyo,Padang,1985-12-09,P,PNS,1,5,46,10,5,2015-07-13,Aktif,"Gg. Rawamangun No. 0, Batu, Jawa Tengah 03703",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10301,"197402112001112709",Harsana Siregar,Denpasar,1974-02-11,L,PNS,1,4,46,7,5,2001-11-17,Aktif,"Jalan Pasir Koja No. 78, Probolinggo, JK 30663",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10302,"199110042024017336",Nilam Prasetya,Semarang,1991-10-04,P,PNS,1,5,44,23,8,2024-01-04,Aktif,"Jl. Kendalsari No. 63, Padang Sidempuan, RI 21613",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10303,"200406302026056429",Surya Riyanti,Solo,2004-06-30,L,PNS,1,4,15,7,2,2026-05-07,Aktif,"Gg. Ahmad Dahlan No. 4, Pekalongan, SR 39240",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10304,"197912212012069125",Pranata Budiman,Solo,1979-12-21,P,PNS,1,4,42,1,8,2012-06-14,Aktif,"Jalan Ciumbuleuit No. 2, Solok, Kalimantan Utara 85365",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10305,"200307042025074357",Gangsa Ramadan,Cirebon,2003-07-04,P,PPPK,1,4,32,13,2,2025-07-16,Aktif,"Gg. Pelajar Pejuang No. 75, Ternate, SR 16424",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10306,"199710162024033376","Cut Lidya Zulkarnain, S.Pt",Makassar,1997-10-16,L,PNS,3,4,40,17,5,2024-03-06,Aktif,"Jl. Jend. Sudirman No. 0, Dumai, KB 49417",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10307,"198111212006035380",Raditya Simanjuntak,Solo,1981-11-21,P,PNS,1,4,2,19,2,2006-03-03,Aktif,"Gg. Dr. Djunjunan No. 80, Sukabumi, SN 19818",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10308,"198909042025075806",dr. Soleh Sihombing,Cirebon,1989-09-04,P,PPPK,1,2,42,1,8,2025-07-02,Aktif,"Jl. Gedebage Selatan No. 3, Pangkalpinang, NT 03399",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10309,"200404232026054501","R.M. Ajiman Narpati, S.Pd",Tasikmalaya,2004-04-23,L,PNS,1,4,23,17,2,2026-05-16,Aktif,"Jalan Laswi No. 55, Tegal, SU 26842",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10310,"199101052021084147",Mutia Hasanah,Malang,1991-01-05,L,PNS,1,4,41,19,5,2021-08-27,Aktif,"Gg. Bangka Raya No. 92, Tegal, Kalimantan Tengah 56795",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10311,"199111042013075317",Cornelia Simbolon,Jakarta,1991-11-04,P,PNS,1,5,8,14,1,2013-07-10,Aktif,"Gang Rawamangun No. 714, Bukittinggi, Nusa Tenggara Timur 13288",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10312,"196608042011064386","Belinda Yolanda, S.E.",Depok,1966-08-04,L,PNS,1,4,21,2,9,2011-06-17,Pensiun,"Jl. Joyoboyo No. 7, Samarinda, YO 62052",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10313,"197002122010077626",Martani Lailasari,Yogyakarta,1970-02-12,L,PNS,1,4,44,4,8,2010-07-04,Aktif,"Gg. Cihampelas No. 668, Serang, Jambi 43487",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10314,"198102242008109390","Zahra Fujiati, S.I.Kom",Cirebon,1981-02-24,L,PNS,1,4,35,17,6,2008-10-10,Aktif,"Gang BKR No. 838, Sabang, JK 87240",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10315,"198512022022063176",Ian Sitorus,Makassar,1985-12-02,P,PNS,1,4,45,18,8,2022-06-17,Aktif,"Gg. Medokan Ayu No. 95, Tebingtinggi, Jawa Barat 51900",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10316,"196311132011091110",Tgk. Zulfa Jailani,Malang,1963-11-13,P,PNS,1,5,44,17,8,2011-09-11,Aktif,"Jl. Rawamangun No. 38, Pagaralam, Kalimantan Timur 59103",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10317,"198008122018124511",Hj. Siti Yuniar,Medan,1980-08-12,P,PNS,1,5,25,23,8,2018-12-11,Aktif,"Jl. Raya Ujungberung No. 8, Surakarta, Nusa Tenggara Barat 30156",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10318,"196603102011034110",Raharja Natsir,Makassar,1966-03-10,P,PPPK,1,4,14,9,8,2011-03-15,Pensiun,"Gg. R.E Martadinata No. 184, Bontang, KS 23223",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10319,"198609052025015774",Salsabila Ardianto,Denpasar,1986-09-05,L,PNS,1,4,40,11,8,2025-01-01,Aktif,"Jalan Jayawijaya No. 27, Tegal, Sumatera Barat 52318",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10320,"198901252024094659",Yuliana Handayani,Yogyakarta,1989-01-25,L,PNS,1,4,6,19,7,2024-09-22,Aktif,"Jalan Medokan Ayu No. 88, Sukabumi, Banten 08494",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10321,"200105052023124598",Fitriani Kuswandari,Denpasar,2001-05-05,P,PNS,1,2,9,6,2,2023-12-02,Aktif,"Gang Veteran No. 86, Gorontalo, BB 45183",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10322,"196910302008105328",Kania Manullang,Jakarta,1969-10-30,L,PNS,1,4,25,4,8,2008-10-24,Pensiun,"Gg. Lembong No. 963, Bekasi, JT 39040",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10323,"199105292021107000",Samiah Waskita,Semarang,1991-05-29,L,PNS,1,4,8,1,6,2021-10-10,Aktif,"Jalan Jend. Sudirman No. 31, Solok, RI 81631",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10324,"197910242020127027",Sutan Hasim Rahimah,Semarang,1979-10-24,L,PPPK,1,5,36,13,7,2020-12-17,Aktif,"Gang Laswi No. 454, Bengkulu, SU 76156",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10325,"198704192020045788",Sutan Jaga Kuswoyo,Solo,1987-04-19,L,PNS,5,4,17,9,8,2020-04-07,Aktif,"Jalan KH Amin Jasuta No. 0, Pagaralam, Bali 53082",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10326,"199802232020128288","Jelita Nurdiyanti, S.Farm",Makassar,1998-02-23,P,PNS,1,2,3,16,2,2020-12-26,Aktif,"Gg. Medokan Ayu No. 954, Sungai Penuh, MU 58200",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10327,"197707042022113113",Karsana Saptono,Denpasar,1977-07-04,L,PNS,1,5,10,1,9,2022-11-07,Aktif,"Jl. Waringin No. 08, Pasuruan, Kalimantan Utara 49756",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10328,"197810162021010753",Kani Widiastuti,Cirebon,1978-10-16,P,PNS,1,6,24,23,8,2021-01-24,Aktif,"Gg. Ciwastra No. 3, Madiun, NB 18835",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10329,"197310252020039931",Dr. Gada Damanik,Tasikmalaya,1973-10-25,L,PNS,1,4,44,22,9,2020-03-10,Aktif,"Gang Tebet Barat Dalam No. 630, Kota Administrasi Jakarta Selatan, MU 52655",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10330,"197608222005081594",Belinda Nababan,Tasikmalaya,1976-08-22,L,PPPK,1,5,15,16,5,2005-08-13,Aktif,"Gang PHH. Mustofa No. 23, Banjar, Kepulauan Bangka Belitung 89365",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10331,"199306052019085009",R. Cahyadi Sihombing,Medan,1993-06-05,L,PNS,1,2,26,1,2,2019-08-24,Aktif,"Jalan Sukabumi No. 283, Payakumbuh, Kalimantan Barat 64255",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10332,"199905142023080949",Fathonah Uyainah,Tasikmalaya,1999-05-14,P,PNS,1,4,10,16,2,2023-08-14,Aktif,"Jl. Asia Afrika No. 189, Padang Sidempuan, MA 28666",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10333,"200011152023107679",KH. Wira Pertiwi,Medan,2000-11-15,P,PPPK,1,4,4,16,2,2023-10-22,Aktif,"Gang Moch. Ramdan No. 368, Medan, PA 67962",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10334,"198101192006033073",Nyana Hidayat,Depok,1981-01-19,P,PNS,1,4,16,4,2,2006-03-14,Aktif,"Jl. Cempaka No. 49, Cilegon, KI 01562",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
10335,"200102102024106970",drg. Elisa Nasyidah,Surabaya,2001-02-10,L,PNS,1,4,14,17,1,2024-10-14,Aktif,"Gg. Cempaka No. 3, Balikpapan, Bengkulu 06243",2026-07-08 00:57:02.722,2026-07-08 00:57:02.722
